$Chehalis WWTP WQ file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chehalis WWTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JDAY,TDS   ,Gen1(tracer),Gen2(Age),Gen3(FC),ISS,PO4   ,NH4   ,NO3   ,LDOM  ,RDOM  ,LPOM  ,RPOM  ,BOD1,BOD2,BOD3,BOD4,BOD5,BOD6,BOD7,BOD8,BOD9,BOD10,BODP1,BODP2,BODP3,BODP4,BODP5,BODP6,BODP7,BODP8,BODP9,BODP10,BODN1,BODN2,BODN3,BODN4,BODN5,BODN6,BODN7,BODN8,BODN9,BODN10,ALG1  ,DO    ,TIC   ,ALK   ,ZOO1  ,LDOM-P,RDOM-P,LPOM-P,RPOM-P,LDOM-N,RDOM-N,LPOM-N,RPOM-N
345,0,0,0,2,0,2.35,0.21,2.4,0,0,0,0,0,0,0,0,2.6416,10.5664,0,0,0,0,0,0,0,0,0.026416,0.105664,0,0,0,0,0,0,0,0,0.211328,0.845312,0,0,0,0,0,8.35,29.3141,63.3,0,0,0,0,0,0,0,0,0
346,0,0,0,2,0,2.35,0.31,2.4,0,0,0,0,0,0,0,0,3.4544,13.8176,0,0,0,0,0,0,0,0,0.034544,0.138176,0,0,0,0,0,0,0,0,0.276352,1.105408,0,0,0,0,0,8.21,30.7535,63,0,0,0,0,0,0,0,0,0
347,0,0,0,2.0,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,6.04,27.3337,68.8,0,0,0,0,0,0,0,0,0
348,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,7.27,40.7075,76.4,0,0,0,0,0,0,0,0,0
349,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,7.02,37.2683,76.4,0,0,0,0,0,0,0,0,0
350,0,0,0,2,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,6.63,32.3309,67.8,0,0,0,0,0,0,0,0,0
351,0,0,0,2,0,2.35,0.08,2.4,0,0,0,0,0,0,0,0,2.7432,10.9728,0,0,0,0,0,0,0,0,0.027432,0.109728,0,0,0,0,0,0,0,0,0.219456,0.877824,0,0,0,0,0,7.96,24.9853,68.2,0,0,0,0,0,0,0,0,0
352,0,0,0,2,0.339428571,2.35,0.13,2.4,0,0,0,0,0,0,0,0,1.9812,7.9248,0,0,0,0,0,0,0,0,0.019812,0.079248,0,0,0,0,0,0,0,0,0.158496,0.633984,0,0,0,0,0,7.7,26.0584,69.2,0,0,0,0,0,0,0,0,0
353,0,0,0,2,0.745714286,2.35,0.09,2.4,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,7.66,24.997,72,0,0,0,0,0,0,0,0,0
354,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,7.95,28.1798,67,0,0,0,0,0,0,0,0,0
355,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,6.89,32.3655,76.4,0,0,0,0,0,0,0,0,0
356,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,6.86,34.4496,76.4,0,0,0,0,0,0,0,0,0
357,0,0,0,2,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,6.29,30.6131,69.3,0,0,0,0,0,0,0,0,0
358,0,0,0,2,3.397714286,2.35,0.3,2.4,0,0,0,0,0,0,0,0,2.5908,10.3632,0,0,0,0,0,0,0,0,0.025908,0.103632,0,0,0,0,0,0,0,0,0.207264,0.829056,0,0,0,0,0,8.6,25.2761,60.8,0,0,0,0,0,0,0,0,0
359,0,0,0,2,1.72,2.35,0.13,2.4,0,0,0,0,0,0,0,0,1.778,7.112,0,0,0,0,0,0,0,0,0.01778,0.07112,0,0,0,0,0,0,0,0,0.14224,0.56896,0,0,0,0,0,7.98,32.3829,76.4,0,0,0,0,0,0,0,0,0
360,0,0,0,2,3.145714286,2.35,0.12,2.4,0,0,0,0,0,0,0,0,1.524,6.096,0,0,0,0,0,0,0,0,0.01524,0.06096,0,0,0,0,0,0,0,0,0.12192,0.48768,0,0,0,0,0,8.23,26.0806,62.2,0,0,0,0,0,0,0,0,0
361,0,0,0,2,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,8.02,25.6462,63,0,0,0,0,0,0,0,0,0
362,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,8.01,34.5801,76.4,0,0,0,0,0,0,0,0,0
363,0,0,0,2.1,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,8.07,34.5581,76.4,0,0,0,0,0,0,0,0,0
364,0,0,0,2,1.458857143,2.35,0.17,2.4,0,0,0,0,0,0,0,0,2.1844,8.7376,0,0,0,0,0,0,0,0,0.021844,0.087376,0,0,0,0,0,0,0,0,0.174752,0.699008,0,0,0,0,0,8.08,32.3655,70.1,0,0,0,0,0,0,0,0,0
365,0,0,0,2,1.913714286,2.35,0.13,2.4,0,0,0,0,0,0,0,0,2.2352,8.9408,0,0,0,0,0,0,0,0,0.022352,0.089408,0,0,0,0,0,0,0,0,0.178816,0.715264,0,0,0,0,0,8.07,24.9922,70.5,0,0,0,0,0,0,0,0,0
366,0,0,0,2,2.136,1.158955224,0.09,2.239104478,0,0,0,0,0,0,0,0,1.4224,5.6896,0,0,0,0,0,0,0,0,0.014224,0.056896,0,0,0,0,0,0,0,0,0.113792,0.455168,0,0,0,0,0,8,34.4926,76.4,0,0,0,0,0,0,0,0,0
367,0,0,0,2,2.142857143,1.158955224,0.08,2.239104478,0,0,0,0,0,0,0,0,2.54,10.16,0,0,0,0,0,0,0,0,0.0254,0.1016,0,0,0,0,0,0,0,0,0.2032,0.8128,0,0,0,0,0,7.44,25.2761,71.3,0,0,0,0,0,0,0,0,0
368,0,0,0,5.0,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,6.39,24.9922,77.2,0,0,0,0,0,0,0,0,0
369,0,0,0,9.4,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,6.78,34.5362,76.4,0,0,0,0,0,0,0,0,0
370,0,0,0,9.4,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,6.67,37.3515,76.4,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,0,0,0,9.4,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,3.41,45.8608,76.4,0,0,0,0,0,0,0,0,0
377,0,0,0,9.4,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,7.16,46.0549,76.4,0,0,0,0,0,0,0,0,0
378,0,0,0,6.0,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,5.76,37.7882,38,0,0,0,0,0,0,0,0,0
379,0,0,0,2,1.172,1.158955224,0.19,2.239104478,0,0,0,0,0,0,0,0,2.8448,11.3792,0,0,0,0,0,0,0,0,0.028448,0.113792,0,0,0,0,0,0,0,0,0.227584,0.910336,0,0,0,0,0,4.65,28.3353,40.1,0,0,0,0,0,0,0,0,0
380,0,0,0,2,0.284571429,1.158955224,0.13,2.239104478,0,0,0,0,0,0,0,0,1.9304,7.7216,0,0,0,0,0,0,0,0,0.019304,0.077216,0,0,0,0,0,0,0,0,0.154432,0.617728,0,0,0,0,0,5.81,28.3068,43,0,0,0,0,0,0,0,0,0
381,0,0,0,360.0,1.152571429,1.158955224,0.2,2.239104478,0,0,0,0,0,0,0,0,2.6416,10.5664,0,0,0,0,0,0,0,0,0.026416,0.105664,0,0,0,0,0,0,0,0,0.211328,0.845312,0,0,0,0,0,7.1,37.6388,45.8,0,0,0,0,0,0,0,0,0
382,0,0,0,2,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,2.34,41.2485,48.8,0,0,0,0,0,0,0,0,0
383,0,0,0,9.4,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,4.3,37.522,76.4,0,0,0,0,0,0,0,0,0
384,0,0,0,9.4,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,3.03,35.1965,76.4,0,0,0,0,0,0,0,0,0
385,0,0,0,68.0,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,1.6,41.1368,76.4,0,0,0,0,0,0,0,0,0
386,0,0,0,281.0,9.066285714,1.158955224,0.25,2.239104478,0,0,0,0,0,0,0,0,4.8768,19.5072,0,0,0,0,0,0,0,0,0.048768,0.195072,0,0,0,0,0,0,0,0,0.390144,1.560576,0,0,0,0,0,1.18,45.6709,59,0,0,0,0,0,0,0,0,0
387,0,0,0,344.0,0,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,2.3368,9.3472,0,0,0,0,0,0,0,0,0.023368,0.093472,0,0,0,0,0,0,0,0,0.186944,0.747776,0,0,0,0,0,2.47,67.1611,64.1,0,0,0,0,0,0,0,0,0
388,0,0,0,376.0,0.075428571,1.158955224,0.18,2.239104478,0,0,0,0,0,0,0,0,3.4036,13.6144,0,0,0,0,0,0,0,0,0.034036,0.136144,0,0,0,0,0,0,0,0,0.272288,1.089152,0,0,0,0,0,4.35,25.0262,63.8,0,0,0,0,0,0,0,0,0
389,0,0,0,2,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,1.22,25.6684,77.8,0,0,0,0,0,0,0,0,0
390,0,0,0,9.4,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,6.09,34.854,76.4,0,0,0,0,0,0,0,0,0
391,0,0,0,9.4,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,2.31,34.6246,76.4,0,0,0,0,0,0,0,0,0
392,0,0,0,14.0,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,2.17,34.647,79.2,0,0,0,0,0,0,0,0,0
393,0,0,0,2.0,0,1.158955224,0.34,2.239104478,0,0,0,0,0,0,0,0,6.7056,26.8224,0,0,0,0,0,0,0,0,0.067056,0.268224,0,0,0,0,0,0,0,0,0.536448,2.145792,0,0,0,0,0,1.24,28.2062,75.1,0,0,0,0,0,0,0,0,0
394,0,0,0,8.0,0.856,1.158955224,0.24,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,3.75,28.2062,71.2,0,0,0,0,0,0,0,0,0
395,0,0,0,4.0,0,1.158955224,0.65,2.239104478,0,0,0,0,0,0,0,0,3.4036,13.6144,0,0,0,0,0,0,0,0,0.034036,0.136144,0,0,0,0,0,0,0,0,0.272288,1.089152,0,0,0,0,0,3.05,34.647,64,0,0,0,0,0,0,0,0,0
396,0,0,0,5.0,1.456,1.158955224,0.23,2.239104478,0,0,0,0,0,0,0,0,3.2004,12.8016,0,0,0,0,0,0,0,0,0.032004,0.128016,0,0,0,0,0,0,0,0,0.256032,1.024128,0,0,0,0,0,3.71,28.2421,76.4,0,0,0,0,0,0,0,0,0
397,0,0,0,3,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,3.39,37.4646,76.4,0,0,0,0,0,0,0,0,0
398,0,0,0,3,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,2.03,40.9546,76.4,0,0,0,0,0,0,0,0,0
399,0,0,0,4.0,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,2.43,32.5075,61.2,0,0,0,0,0,0,0,0,0
400,0,0,0,2,5.630857143,1.158955224,0.95,2.239104478,0,0,0,0,0,0,0,0,5.0292,20.1168,0,0,0,0,0,0,0,0,0.050292,0.201168,0,0,0,0,0,0,0,0,0.402336,1.609344,0,0,0,0,0,1.42,37.5801,64,0,0,0,0,0,0,0,0,0
401,0,0,0,2.0,0.491428571,1.158955224,0.89,2.239104478,0,0,0,0,0,0,0,0,3.048,12.192,0,0,0,0,0,0,0,0,0.03048,0.12192,0,0,0,0,0,0,0,0,0.24384,0.97536,0,0,0,0,0,1.3,25.3209,66.3,0,0,0,0,0,0,0,0,0
402,0,0,0,2.0,0,1.158955224,0.62,2.239104478,0,0,0,0,0,0,0,0,2.54,10.16,0,0,0,0,0,0,0,0,0.0254,0.1016,0,0,0,0,0,0,0,0,0.2032,0.8128,0,0,0,0,0,3.64,29.5016,63.5,0,0,0,0,0,0,0,0,0
403,0,0,0,4.0,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,3.37,30.963,64.4,0,0,0,0,0,0,0,0,0
404,0,0,0,3,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,1.27,32.7907,76.4,0,0,0,0,0,0,0,0,0
405,0,0,0,3,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,3.67,35.022,76.4,0,0,0,0,0,0,0,0,0
406,0,0,0,2,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,4.78,30.8864,65,0,0,0,0,0,0,0,0,0
407,0,0,0,5.0,5.376,1.158955224,0.68,2.239104478,0,0,0,0,0,0,0,0,4.9784,19.9136,0,0,0,0,0,0,0,0,0.049784,0.199136,0,0,0,0,0,0,0,0,0.398272,1.593088,0,0,0,0,0,3.86,34.9014,58.9,0,0,0,0,0,0,0,0,0
408,0,0,0,8.0,0.698285714,1.158955224,0.72,2.239104478,0,0,0,0,0,0,0,0,4.1656,16.6624,0,0,0,0,0,0,0,0,0.041656,0.166624,0,0,0,0,0,0,0,0,0.333248,1.332992,0,0,0,0,0,4.47,30.8564,56.2,0,0,0,0,0,0,0,0,0
409,0,0,0,2.0,8.491428571,1.158955224,0.53,2.239104478,0,0,0,0,0,0,0,0,3.048,12.192,0,0,0,0,0,0,0,0,0.03048,0.12192,0,0,0,0,0,0,0,0,0.24384,0.97536,0,0,0,0,0,5.18,25.3209,51.2,0,0,0,0,0,0,0,0,0
410,0,0,0,4.0,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,5.1,35.022,50,0,0,0,0,0,0,0,0,0
411,0,0,0,3,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,3.33,41.2861,76.4,0,0,0,0,0,0,0,0,0
412,0,0,0,3,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,5.72,41.5161,76.4,0,0,0,0,0,0,0,0,0
413,0,0,0,3.0,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,10.12,52.3381,76.4,0,0,0,0,0,0,0,0,0
414,0,0,0,5.0,4.149142857,1.158955224,0.26,2.239104478,0,0,0,0,0,0,0,0,2.0828,8.3312,0,0,0,0,0,0,0,0,0.020828,0.083312,0,0,0,0,0,0,0,0,0.166624,0.666496,0,0,0,0,0,8.81,41.9162,32.7,0,0,0,0,0,0,0,0,0
415,0,0,0,2.0,2.939428571,1.158955224,0.25,2.239104478,0,0,0,0,0,0,0,0,1.9812,7.9248,0,0,0,0,0,0,0,0,0.019812,0.079248,0,0,0,0,0,0,0,0,0.158496,0.633984,0,0,0,0,0,7.32,41.9162,31,0,0,0,0,0,0,0,0,0
416,0,0,0,4.0,0.929714286,1.158955224,0.62,2.239104478,0,0,0,0,0,0,0,0,1.8796,7.5184,0,0,0,0,0,0,0,0,0.018796,0.075184,0,0,0,0,0,0,0,0,0.150368,0.601472,0,0,0,0,0,6.42,25.3792,35,0,0,0,0,0,0,0,0,0
417,0,0,0,4.0,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,4.61,25.7393,40.2,0,0,0,0,0,0,0,0,0
418,0,0,0,3,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,4.09,46.3033,76.4,0,0,0,0,0,0,0,0,0
419,0,0,0,3,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,4.3,46.1535,76.4,0,0,0,0,0,0,0,0,0
420,0,0,0,2.0,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,4.39,41.5552,42.5,0,0,0,0,0,0,0,0,0
421,0,0,0,2.0,1.42,1.158955224,0.7,2.239104478,0,0,0,0,0,0,0,0,1.778,7.112,0,0,0,0,0,0,0,0,0.01778,0.07112,0,0,0,0,0,0,0,0,0.14224,0.56896,0,0,0,0,0,5.32,28.3642,44,0,0,0,0,0,0,0,0,0
422,0,0,0,5.0,1.149142857,1.158955224,0.64,2.239104478,0,0,0,0,0,0,0,0,2.0828,8.3312,0,0,0,0,0,0,0,0,0.020828,0.083312,0,0,0,0,0,0,0,0,0.166624,0.666496,0,0,0,0,0,2.45,25.3397,43,0,0,0,0,0,0,0,0,0
423,0,0,0,2,0.994285714,1.158955224,0.68,2.239104478,0,0,0,0,0,0,0,0,2.032,8.128,0,0,0,0,0,0,0,0,0.02032,0.08128,0,0,0,0,0,0,0,0,0.16256,0.65024,0,0,0,0,0,4.11,25.3365,39.3,0,0,0,0,0,0,0,0,0
424,0,0,0,2,2.626857143,1.158955224,0.63,2.239104478,0,0,0,0,0,0,0,0,2.8956,11.5824,0,0,0,0,0,0,0,0,0.028956,0.115824,0,0,0,0,0,0,0,0,0.231648,0.926592,0,0,0,0,0,2.88,26.1411,43.2,0,0,0,0,0,0,0,0,0
425,0,0,0,3.6,2.236571429,0.68,0.57,2.5,0,0,0,0,0,0,0,0,2.9972,11.9888,0,0,0,0,0,0,0,0,0.029972,0.119888,0,0,0,0,0,0,0,0,0.239776,0.959104,0,0,0,0,0,1.57,41.1,76.4,0,0,0,0,0,0,0,0,0
426,0,0,0,3.6,2.236571429,0.68,0.57,2.5,0,0,0,0,0,0,0,0,2.9972,11.9888,0,0,0,0,0,0,0,0,0.029972,0.119888,0,0,0,0,0,0,0,0,0.239776,0.959104,0,0,0,0,0,1.83,41.2485,76.4,0,0,0,0,0,0,0,0,0
427,0,0,0,3.0,2.236571429,0.68,0.57,2.5,0,0,0,0,0,0,0,0,2.9972,11.9888,0,0,0,0,0,0,0,0,0.029972,0.119888,0,0,0,0,0,0,0,0,0.239776,0.959104,0,0,0,0,0,3.37,34.7839,52.7,0,0,0,0,0,0,0,0,0
428,0,0,0,2,2.746285714,0.68,0.73,2.5,0,0,0,0,0,0,0,0,3.0988,12.3952,0,0,0,0,0,0,0,0,0.030988,0.123952,0,0,0,0,0,0,0,0,0.247904,0.991616,0,0,0,0,0,2.62,25.6646,50,0,0,0,0,0,0,0,0,0
429,0,0,0,3.0,0.491428571,0.68,0.63,2.5,0,0,0,0,0,0,0,0,3.048,12.192,0,0,0,0,0,0,0,0,0.03048,0.12192,0,0,0,0,0,0,0,0,0.24384,0.97536,0,0,0,0,0,3.2,34.7149,49.5,0,0,0,0,0,0,0,0,0
430,0,0,0,5.0,1.272,0.68,0.29,2.5,0,0,0,0,0,0,0,0,2.8448,11.3792,0,0,0,0,0,0,0,0,0.028448,0.113792,0,0,0,0,0,0,0,0,0.227584,0.910336,0,0,0,0,0,6.8,37.551,39.8,0,0,0,0,0,0,0,0,0
431,0,0,0,2,2.236571429,0.68,0.57,2.5,0,0,0,0,0,0,0,0,2.9972,11.9888,0,0,0,0,0,0,0,0,0.029972,0.119888,0,0,0,0,0,0,0,0,0.239776,0.959104,0,0,0,0,0,3.21,30.7971,42,0,0,0,0,0,0,0,0,0
432,0,0,0,3.6,2.236571429,0.68,0.57,2.5,0,0,0,0,0,0,0,0,2.9972,11.9888,0,0,0,0,0,0,0,0,0.029972,0.119888,0,0,0,0,0,0,0,0,0.239776,0.959104,0,0,0,0,0,3.78,41.1738,76.4,0,0,0,0,0,0,0,0,0
433,0,0,0,3.6,2.236571429,0.68,0.57,2.5,0,0,0,0,0,0,0,0,2.9972,11.9888,0,0,0,0,0,0,0,0,0.029972,0.119888,0,0,0,0,0,0,0,0,0.239776,0.959104,0,0,0,0,0,7.63,41.1368,76.4,0,0,0,0,0,0,0,0,0
434,0,0,0,2,2.236571429,0.68,0.57,2.5,0,0,0,0,0,0,0,0,2.9972,11.9888,0,0,0,0,0,0,0,0,0.029972,0.119888,0,0,0,0,0,0,0,0,0.239776,0.959104,0,0,0,0,0,4.95,34.7378,38.1,0,0,0,0,0,0,0,0,0
435,0,0,0,6.0,4.34,0.68,0.52,2.5,0,0,0,0,0,0,0,0,3.556,14.224,0,0,0,0,0,0,0,0,0.03556,0.14224,0,0,0,0,0,0,0,0,0.28448,1.13792,0,0,0,0,0,3.81,41.1368,50,0,0,0,0,0,0,0,0,0
436,0,0,0,2,3.291428571,0.68,0.38,2.5,0,0,0,0,0,0,0,0,3.048,12.192,0,0,0,0,0,0,0,0,0.03048,0.12192,0,0,0,0,0,0,0,0,0.24384,0.97536,0,0,0,0,0,2.53,26.108,40,0,0,0,0,0,0,0,0,0
