$spokane temperature and wind data data -2000,,,,,,
cloud cover based on odessa short wave solar data,,,,,,
JDAY,TAIR,TDEW,WIND,PHI,CLOUD,
203.622,34.4,6.7,4.63,0.52,2.3,
203.664,33.9,6.1,4.63,0.52,2.3,
203.706,33.9,6.1,4.12,0.87,2.3,
203.747,32.2,5,4.12,0.7,2.3,
203.789,30.6,4.4,4.12,1.05,2.3,
203.831,28.9,3.9,2.57,1.22,2.3,
203.872,26.7,3.9,2.06,0.52,2.3,
203.914,24.4,5,3.09,0.7,2.3,
203.956,23.9,6.7,2.06,0.52,2.3,
203.997,23.3,8.3,3.6,1.05,2.3,
204.039,21.7,8.9,3.09,0.87,0,
204.081,20.6,8.3,3.09,0.87,0,
204.122,17.8,8.3,3.6,0.35,0,
204.164,19.4,8.3,3.09,0.7,0,
204.206,19.4,8.3,3.09,0.87,0,
204.247,21.7,8.3,4.12,0.52,0,
204.289,22.8,8.9,4.63,1.4,0,
204.331,23.9,9.4,4.63,2.79,0,
204.372,26.1,9.4,3.09,0,0,
204.414,27.2,12.2,5.15,3.49,0,
204.456,26.7,12.2,2.57,4.01,0,
204.497,27.2,13.3,7.2,3.67,0,
204.539,28.9,11.7,6.69,3.49,0,
204.581,31.7,10.6,5.15,3.84,0,
204.622,31.7,10,7.72,3.67,0,
204.664,31.1,10,8.23,3.67,0,
204.706,30,10.6,9.78,3.49,0,
204.747,29.4,10,7.2,3.67,0,
204.789,27.2,8.3,8.23,3.32,0,
204.831,24.4,9.4,7.2,3.67,0,
204.872,21.7,9.4,7.72,3.84,0,
204.914,18.9,8.3,8.75,3.49,0,
204.956,16.1,9.4,6.17,3.14,0,
204.997,15.6,8.3,8.23,3.14,0,
205.039,13.9,8.9,7.72,3.49,0,
205.081,13.3,8.9,6.69,3.32,0,
205.122,11.7,8.9,4.63,3.14,0,
205.164,11.1,8.9,4.12,2.97,0,
205.206,11.1,8.9,4.12,3.32,0,
205.247,12.8,8.9,6.17,2.97,0,
205.289,15,9.4,7.2,3.32,0,
205.331,16.7,9.4,6.17,4.01,0,
205.372,18.9,9.4,4.63,3.49,0,
205.414,20.6,8.9,5.66,3.49,0,
205.456,21.7,8.3,5.66,3.67,0,
205.497,23.3,7.2,5.15,3.84,0,
205.539,24.4,7.2,2.57,0,0,
205.581,25,6.7,2.57,0,0,
205.622,25.6,6.7,3.09,0,0,
205.664,25.6,7.2,4.12,4.89,0,
205.706,25,6.7,5.15,4.01,0,
205.747,25,6.1,3.09,4.36,0,
205.789,23.9,6.7,3.09,4.19,0,
205.831,20.6,7.2,2.57,3.14,0,
205.872,18.9,6.7,3.09,3.49,0,
205.914,18.9,6.7,3.6,3.67,0,
205.956,18.3,7.2,4.12,3.67,0,
205.997,15,7.2,3.6,4.01,0,
206.039,16.1,6.7,2.06,1.05,1.12,
206.081,15,6.7,2.57,2.44,1.12,
206.122,12.2,6.7,3.09,2.44,1.12,
206.164,12.2,6.7,3.6,2.62,1.12,
206.206,12.8,7.8,2.06,2.27,1.12,
206.247,15.6,8.3,3.09,2.44,1.12,
206.289,18.3,8.9,3.09,2.09,1.12,
206.331,20.6,8.9,2.57,2.09,1.12,
206.372,23.3,8.9,3.6,2.79,1.12,
206.414,25,7.2,4.63,4.01,1.12,
206.456,26.7,7.2,4.12,3.32,1.12,
206.497,26.7,6.7,5.66,4.19,1.12,
206.539,27.2,6.1,2.57,0,1.12,
206.581,27.8,6.7,3.09,4.54,1.12,
206.622,28.9,6.7,2.57,5.76,1.12,
206.664,28.9,6.1,3.6,5.06,1.12,
206.706,28.9,5.6,1.54,0,1.12,
206.747,27.8,5.6,4.12,4.54,1.12,
206.789,26.7,5,3.09,5.59,1.12,
206.831,23.9,5,1.54,0.17,1.12,
206.872,21.1,5,1.54,4.01,1.12,
206.914,19.4,4.4,0,0,1.12,
206.956,16.7,5,1.54,3.32,1.12,
206.997,15.6,5,1.54,4.01,1.12,
207.039,15.6,4.4,0,0,0,
207.081,17.2,6.1,2.57,2.09,0,
207.122,15.6,6.7,3.6,2.62,0,
207.164,15.6,6.7,1.54,1.92,0,
207.206,15,7.2,2.06,1.57,0,
207.247,16.1,7.8,1.54,1.75,0,
207.289,19.4,8.3,3.09,2.09,0,
207.331,21.7,7.2,3.6,2.97,0,
207.372,24.4,6.7,4.12,2.62,0,
207.414,25.6,6.7,3.09,3.32,0,
207.456,27.2,6.7,6.17,3.14,0,
207.497,28.9,5.6,5.15,2.97,0,
207.539,29.4,3.9,4.12,3.84,0,
207.581,30,3.9,4.63,4.01,0,
207.622,30,3.3,9.26,3.84,0,
207.664,30,5,6.17,3.32,0,
207.706,29.4,3.3,8.23,4.19,0,
207.747,28.3,3.9,6.69,4.54,0,
207.789,26.1,5,3.6,4.01,0,
207.831,22.8,5,2.57,3.67,0,
207.872,20,5,3.6,3.49,0,
207.914,20.6,4.4,4.12,3.49,0,
207.956,18.9,5,4.12,2.97,0,
207.997,17.8,5.6,4.12,2.97,0,
208.039,16.7,7.2,6.17,3.14,2.05,
208.081,15,7.2,5.66,2.97,2.05,
208.122,13.9,6.7,4.63,3.49,2.05,
208.164,12.8,7.2,4.12,2.97,2.05,
208.206,12.2,7.2,2.57,2.79,2.05,
208.247,14.4,7.8,5.15,2.97,2.05,
208.289,16.7,7.8,4.63,3.32,2.05,
208.331,18.3,7.8,4.63,3.49,2.05,
208.372,19.4,6.7,3.6,3.32,2.05,
208.414,20.6,7.2,2.06,0,2.05,
208.456,22.8,6.7,2.57,3.32,2.05,
208.497,23.9,6.7,3.09,4.01,2.05,
208.539,25.6,5.6,5.15,4.01,2.05,
208.581,26.1,6.1,3.6,3.84,2.05,
208.622,26.7,6.7,2.06,0,2.05,
208.664,26.7,6.1,4.63,3.84,2.05,
208.706,26.7,6.1,4.63,2.97,2.05,
208.747,26.1,5.6,4.63,3.32,2.05,
208.789,24.4,5.6,4.12,3.67,2.05,
208.831,21.7,5,3.6,3.67,2.05,
208.872,20,4.4,4.63,3.67,2.05,
208.914,18.3,2.8,3.6,3.67,2.05,
208.956,17.8,2.2,3.09,3.84,2.05,
208.997,17.8,0.6,2.57,3.84,2.05,
209.039,16.1,2.2,4.63,2.62,0,
209.081,14.4,2.8,5.66,2.62,0,
209.122,13.9,2.2,5.66,2.62,0,
209.164,12.8,2.2,5.66,2.79,0,
209.206,12.8,2.2,4.12,2.62,0,
209.247,14.4,3.9,4.12,2.44,0,
209.289,17.2,6.1,4.12,2.79,0,
209.331,18.9,7.2,3.6,3.14,0,
209.372,21.1,7.8,5.15,3.49,0,
209.414,22.2,7.2,4.12,3.84,0,
209.456,24.4,7.2,4.63,3.84,0,
209.497,26.1,7.2,5.66,4.19,0,
209.539,26.1,7.2,6.17,3.67,0,
209.581,27.2,7.2,5.66,3.49,0,
209.622,27.8,7.2,6.17,3.67,0,
209.664,27.8,7.2,6.17,3.32,0,
209.706,27.8,6.7,2.06,4.01,0,
209.747,27.8,6.1,4.12,4.01,0,
209.789,26.1,7.2,2.57,3.67,0,
209.831,22.8,7.2,3.09,3.67,0,
209.872,21.7,7.2,3.6,3.67,0,
209.914,19.4,6.1,3.09,3.49,0,
209.956,18.9,7.8,0,0,0,
209.997,16.7,6.7,3.6,2.44,0,
210.039,16.7,6.7,4.63,2.79,0,
210.081,16.7,6.7,5.15,2.62,0,
210.122,16.1,6.7,4.63,2.79,0,
210.164,15.6,7.2,4.63,2.62,0,
210.206,14.4,7.8,2.06,2.79,0,
210.247,17.2,8.3,2.06,0,0,
210.289,20.6,8.3,3.6,2.62,0,
210.331,23.3,8.9,4.12,2.62,0,
210.372,25,9.4,2.06,3.14,0,
210.414,26.7,9.4,2.06,0,0,
210.456,29.4,8.3,4.63,3.49,0,
210.497,30,8.3,3.6,4.01,0,
210.539,30,8.3,2.57,0,0,
210.581,31.7,8.3,3.09,0,0,
210.622,31.1,7.8,1.54,0,0,
210.664,32.8,7.2,6.17,4.01,0,
210.706,31.1,7.2,3.6,4.01,0,
210.747,31.1,8.3,4.12,4.71,0,
210.789,28.3,8.3,3.6,4.71,0,
210.831,23.3,7.8,3.09,4.36,0,
210.872,22.8,8.3,3.6,3.67,0,
210.914,21.1,8.3,4.12,4.01,0,
210.956,20,8.3,2.57,3.84,0,
210.997,18.9,8.3,2.57,3.84,0,
211.039,18.3,7.8,2.06,2.62,5.98,
211.081,16.7,7.8,1.54,2.62,5.98,
211.122,16.7,7.8,4.12,2.62,5.98,
211.164,16.1,7.8,4.12,2.62,5.98,
211.206,15.6,8.3,3.6,2.79,5.98,
211.247,17.2,8.3,3.6,2.62,5.98,
211.289,20,9.4,4.12,2.97,5.98,
211.331,22.2,10.6,3.6,2.09,5.98,
211.372,26.1,11.7,2.06,2.27,5.98,
211.414,26.7,11.1,1.54,3.67,5.98,
211.456,29.4,11.1,2.06,0,5.98,
211.497,30,10,2.06,1.92,5.98,
211.539,31.1,10,2.57,0,5.98,
211.581,32.2,9.4,5.15,5.06,5.98,
211.622,32.2,9.4,2.57,4.54,5.98,
211.664,32.2,8.9,1.54,0,5.98,
211.706,32.8,8.9,3.6,4.71,5.98,
211.747,31.7,8.9,3.09,4.01,5.98,
211.789,28.9,9.4,3.09,4.71,5.98,
211.831,24.4,9.4,3.09,4.19,5.98,
211.872,22.8,9.4,3.09,4.36,5.98,
211.914,21.7,8.9,3.09,4.19,5.98,
211.956,21.1,9.4,2.06,4.01,5.98,
211.997,20.6,8.3,0,0,5.98,
212.039,18.3,7.8,1.54,3.67,0,
212.081,17.8,8.3,1.54,0.52,0,
212.122,17.8,8.9,0,0,0,
212.164,17.8,9.4,0,0,0,
212.206,18.3,11.7,1.54,1.05,0,
212.247,19.4,12.2,3.6,1.05,0,
212.289,21.1,12.2,4.63,1.05,0,
212.331,22.8,11.7,2.06,0,0,
212.372,25.6,12.2,3.6,1.22,0,
212.414,27.2,12.2,4.12,1.05,0,
212.456,30,12.2,3.09,0.17,0,
212.497,32.2,12.2,4.12,0.87,0,
212.539,32.8,11.1,4.63,1.75,0,
212.581,33.9,10,2.57,0,0,
212.622,34.4,10,3.09,1.22,0,
212.664,35,10,3.6,0.52,0,
212.706,35,10,4.63,0.17,0,
212.747,33.3,10,3.6,0.17,0,
212.789,30.6,10.6,2.57,6.11,0,
212.831,29.4,10.6,3.6,5.76,0,
212.872,26.7,10,2.57,5.76,0,
212.914,25,10,3.09,6.11,0,
212.956,22.8,10,0,0,0,
212.997,20.6,10,1.54,4.71,0,
213.039,21.7,10.6,0,0,0,
213.081,22.2,11.1,1.54,0.52,0,
213.122,21.1,11.1,0,0,0,
213.164,22.2,11.7,0,0,0,
213.206,21.1,13.3,1.54,0.35,0,
213.247,21.7,12.2,0,0,0,
213.289,23.9,12.8,2.06,0,0,
213.331,23.9,12.2,2.57,1.75,0,
213.372,27.8,12.2,3.6,2.97,0,
213.414,28.9,11.7,3.09,2.44,0,
213.456,31.1,11.7,2.06,0,0,
213.497,33.3,11.7,2.06,0,0,
213.539,34.4,11.1,2.57,0,0,
213.581,36.1,10,4.63,3.14,0,
213.622,37.2,9.4,4.63,3.84,0,
213.664,36.1,8.9,5.66,3.67,0,
213.706,35.6,9.4,7.2,4.19,0,
213.747,34.4,10,7.2,4.36,0,
213.789,31.7,10.6,4.63,4.19,0,
213.831,28.3,10.6,3.6,4.01,0,
213.872,27.8,10,5.15,4.36,0,
213.914,25.6,7.8,4.63,4.36,0,
213.956,22.8,7.8,4.12,4.01,0,
213.997,21.7,7.2,4.63,3.32,0,
214.039,20.6,8.9,6.69,3.32,0,
214.081,20,8.9,6.69,3.49,0,
214.122,17.8,10.6,6.17,3.32,0,
214.164,16.1,11.1,4.63,3.32,0,
214.206,16.1,11.1,4.12,3.32,0,
214.247,17.2,11.7,3.09,2.62,0,
214.289,19.4,11.1,4.63,3.14,0,
214.331,21.7,11.1,6.17,3.49,0,
214.372,23.9,11.1,6.17,3.49,0,
214.414,26.7,10.6,5.15,3.84,0,
214.456,27.8,10,6.17,3.49,0,
214.497,28.9,9.4,4.63,4.36,0,
214.539,30,10,5.66,5.06,0,
214.581,30.6,9.4,6.17,4.54,0,
214.622,30.6,6.7,3.6,4.01,0,
214.664,31.1,5.6,5.66,4.89,0,
214.706,30.6,5.6,4.63,4.54,0,
214.747,30,6.1,4.12,4.36,0,
214.789,27.2,5,2.57,4.54,0,
214.831,24.4,6.7,3.6,3.67,0,
214.872,23.3,5,3.6,3.84,0,
214.914,21.1,5,4.63,4.01,0,
214.956,21.1,4.4,4.12,3.84,0,
214.997,18.9,4.4,3.6,3.84,0,
215.039,16.7,4.4,3.6,3.84,0,
215.081,16.7,4.4,2.57,2.79,0,
215.122,15,3.3,1.54,3.14,0,
215.164,14.4,3.3,5.15,2.79,0,
215.206,13.9,3.9,4.12,2.62,0,
215.247,15.6,5.6,4.63,2.79,0,
215.289,17.8,7.2,4.12,2.79,0,
215.331,20,8.3,3.09,2.97,0,
215.372,22.8,8.9,3.6,3.84,0,
215.414,25,8.9,3.6,3.32,0,
215.456,26.7,8.3,2.06,0,0,
215.497,27.8,7.8,2.57,4.54,0,
215.539,29.4,7.2,2.06,0,0,
215.581,31.1,6.7,3.6,3.32,0,
215.622,30.6,5.6,4.63,4.19,0,
215.664,31.1,5.6,4.63,3.32,0,
215.706,30.6,4.4,3.09,3.14,0,
215.747,30,3.9,3.09,3.84,0,
215.789,28.3,5,2.06,2.97,0,
215.831,23.9,5,2.57,3.32,0,
215.872,21.7,5,1.54,3.67,0,
215.914,21.1,5.6,2.57,3.49,0,
215.956,20,5,0,0,0,
215.997,18.9,5,0,0,0,
216.039,17.8,4.4,0,0,0,
216.081,17.8,5,3.09,2.62,0,
216.122,16.7,6.1,2.06,2.27,0,
216.164,16.7,7.2,0,0,0,
216.206,16.1,7.8,1.54,2.27,0,
216.247,17.8,8.3,2.57,2.09,0,
216.289,20.6,11.1,3.6,0.87,0,
216.331,21.1,11.1,3.6,0.87,0,
216.372,23.9,11.7,2.57,2.09,0,
216.414,27.2,10.6,0,0,0,
216.456,28.9,8.9,1.54,0,0,
216.497,30.6,7.2,2.57,4.54,0,
216.539,31.7,5.6,2.06,2.79,0,
216.581,32.8,6.1,3.6,4.19,0,
216.622,32.8,5.6,2.06,0,0,
216.664,32.8,5,4.63,4.19,0,
216.706,32.8,5.6,2.06,4.19,0,
216.747,31.7,5,3.6,4.01,0,
216.789,28.9,6.1,2.57,4.19,0,
216.831,25,5.6,2.57,3.84,0,
216.872,22.8,5.6,4.63,4.01,0,
216.914,21.1,6.7,3.09,4.19,0,
216.956,20,6.7,0,0,0,
216.997,18.9,5.6,2.57,2.97,0,
217.039,18.9,5.6,4.12,2.62,0,
217.081,18.3,5.6,4.12,2.79,0,
217.122,18.3,5.6,5.66,2.79,0,
217.164,16.7,5.6,5.66,2.97,0,
217.206,18.9,7.2,5.66,3.14,0,
217.247,20,7.8,7.2,3.49,0,
217.289,18.3,7.2,5.15,2.97,0,
217.331,21.7,9.4,3.6,3.14,0,
217.372,24.4,10,5.15,3.32,0,
217.414,26.1,10,6.17,3.49,0,
217.456,27.8,10,3.09,3.49,0,
217.497,28.3,10,3.6,3.67,0,
217.539,29.4,7.8,4.12,3.84,0,
217.581,30,7.2,2.06,3.67,0,
217.622,31.1,7.2,2.57,0,0,
217.664,31.1,8.3,4.63,4.36,0,
217.706,31.1,7.8,2.57,3.84,0,
217.747,30,7.8,3.09,4.01,0,
217.789,27.8,8.9,2.57,4.89,0,
217.831,25,7.8,2.06,4.36,0,
217.872,22.8,8.9,2.06,3.67,0,
217.914,20.6,8.9,2.57,4.19,0,
217.956,20.6,9.4,3.6,4.19,0,
217.997,20,10,2.57,4.01,0,
218.039,18.9,8.9,2.57,4.01,0,
218.081,18.3,7.8,1.54,2.79,0,
218.122,16.1,8.3,3.6,2.97,0,
218.164,16.1,7.8,3.6,2.62,0,
218.206,16.1,6.7,4.12,2.62,0,
218.247,16.7,7.8,3.6,2.79,0,
218.289,19.4,10,3.09,2.79,0,
218.331,22.2,11.1,4.12,3.14,0,
218.372,24.4,11.7,3.6,3.49,0,
218.414,26.1,11.7,4.12,3.49,0,
218.456,27.8,11.7,4.12,4.36,0,
218.497,29.4,11.7,5.15,3.49,0,
218.539,30,10,2.06,0,0,
218.581,30.6,10.6,4.63,3.84,0,
218.622,30.6,10,2.57,0,0,
218.664,32.2,10,5.15,4.19,0,
218.706,31.7,9.4,5.66,3.84,0,
218.747,31.1,9.4,5.15,3.67,0,
218.789,28.9,10,3.6,3.49,0,
218.831,26.1,9.4,4.63,3.49,0,
218.872,25,8.3,4.12,3.67,0,
218.914,22.8,7.8,4.63,4.01,0,
218.956,23.3,6.7,4.12,3.84,0,
218.997,22.2,5.6,3.09,3.84,0,
219.039,18.9,6.1,2.06,2.97,0,
219.081,17.8,6.1,3.09,2.44,0,
219.122,17.2,6.1,5.15,2.62,0,
219.164,15.6,6.1,4.12,2.62,0,
219.206,15,6.1,4.63,2.79,0,
219.247,16.7,8.3,4.63,2.79,0,
219.289,19.4,10,6.17,2.79,0,
219.331,22.2,10.6,5.66,3.49,0,
219.372,25,10.6,6.17,3.49,0,
219.414,26.7,10.6,4.63,3.32,0,
219.456,27.8,10.6,5.15,3.67,0,
219.497,29.4,10.6,4.63,3.84,0,
219.539,31.1,10.6,7.72,4.01,0,
219.581,30,10,4.63,3.84,0,
219.622,30,8.9,4.12,4.01,0,
219.664,31.1,7.2,7.2,3.32,0,
219.706,30.6,7.8,4.63,4.01,0,
219.747,29.4,6.7,5.15,4.01,0,
219.789,26.7,6.7,3.09,3.84,0,
219.831,24.4,7.2,4.12,3.67,0,
219.872,22.8,7.2,3.6,3.67,0,
219.914,22.8,7.8,4.12,3.67,0,
219.956,22.2,8.3,4.63,3.49,0,
219.997,19.4,8.3,4.12,2.79,0,
220.039,17.8,7.2,5.15,2.79,0,
220.081,16.7,7.2,2.57,2.79,0,
220.122,16.1,7.8,4.63,2.79,0,
220.164,17.2,8.3,5.66,3.14,0,
220.206,14.4,8.3,5.15,2.79,0,
220.247,16.1,7.8,4.63,2.44,0,
220.289,18.3,8.9,4.63,2.97,0,
220.331,21.1,9.4,4.63,2.97,0,
220.372,22.8,9.4,4.12,3.49,0,
220.414,24.4,8.9,4.12,4.01,0,
220.456,26.7,8.9,3.6,4.19,0,
220.497,27.8,8.3,3.6,4.01,0,
220.539,28.9,8.3,4.63,3.67,0,
220.581,30,7.8,5.15,3.84,0,
220.622,30,7.8,4.12,4.36,0,
220.664,30,7.8,3.6,4.36,0,
220.706,30.6,7.8,4.12,3.49,0,
220.747,29.4,7.2,4.12,4.19,0,
220.789,27.2,8.3,3.09,3.84,0,
220.831,24.4,7.8,3.6,3.67,0,
220.872,23.3,6.7,3.6,3.84,0,
220.914,21.7,6.1,3.09,3.49,0,
220.956,21.7,6.1,3.09,3.67,0,
220.997,18.9,5,4.12,2.79,0,
221.039,17.8,3.9,4.63,2.62,0,
221.081,17.2,2.8,3.09,2.62,0,
221.122,17.8,3.3,4.63,2.62,0,
221.164,16.1,4.4,4.12,2.62,0,
221.206,15,5,4.12,2.62,0,
221.247,16.7,5.6,2.57,2.79,0,
221.289,20.6,6.7,5.15,2.62,0,
221.331,22.8,7.2,3.6,2.62,0,
221.372,25,7.8,4.12,3.49,0,
221.414,26.7,7.8,3.09,3.14,0,
221.456,28.9,7.2,3.6,3.84,0,
221.497,30,5.6,3.09,0,0,
221.539,31.7,5.6,5.15,3.67,0,
221.581,31.7,5.6,5.15,3.67,0,
221.622,32.8,6.1,5.66,2.79,0,
221.664,32.2,6.1,3.09,3.49,0,
221.706,32.2,6.7,4.63,3.49,0,
221.747,31.1,6.7,4.12,3.49,0,
221.789,28.3,6.7,3.09,3.49,0,
221.831,23.9,5.6,3.6,3.32,0,
221.872,22.2,6.1,3.6,3.49,0,
221.914,21.7,6.7,3.6,3.49,0,
221.956,20,6.7,2.57,3.32,0,
221.997,19.4,6.1,4.12,2.62,0,
222.039,18.9,5.6,3.09,2.44,1.35,
222.081,18.3,5.6,4.12,2.62,1.35,
222.122,17.2,5.6,5.15,2.62,1.35,
222.164,16.7,5.6,4.12,2.79,1.35,
222.206,16.7,6.1,4.63,2.62,1.35,
222.247,18.3,7.2,3.09,2.44,1.35,
222.289,21.7,8.3,4.12,2.79,1.35,
222.331,23.9,10,4.12,2.97,1.35,
222.372,26.1,10.6,4.12,3.32,1.35,
222.414,28.9,10,3.6,3.49,1.35,
222.456,30,10,2.57,0,1.35,
222.497,31.7,10,4.63,3.32,1.35,
222.539,32.8,8.9,4.12,3.67,1.35,
222.581,33.9,8.3,4.12,4.01,1.35,
222.622,34.4,7.8,4.12,3.67,1.35,
222.664,34.4,7.8,4.63,4.36,1.35,
222.706,33.9,7.2,6.69,4.01,1.35,
222.747,33.3,6.7,4.63,4.71,1.35,
222.789,28.9,4.4,4.12,4.36,1.35,
222.831,25,3.9,1.54,3.32,1.35,
222.872,25,3.9,3.6,3.67,1.35,
222.914,26.7,4.4,4.63,3.84,1.35,
222.956,23.3,5.6,4.63,3.84,1.35,
222.997,21.7,5.6,5.15,3.84,1.35,
223.039,21.1,4.4,3.6,3.49,0,
223.081,19.4,5.6,4.12,2.79,0,
223.122,17.8,7.2,5.15,2.79,0,
223.164,16.1,8.3,4.12,2.97,0,
223.206,15.6,7.8,5.15,2.97,0,
223.247,16.7,7.2,5.15,2.79,0,
223.289,19.4,7.2,4.12,2.97,0,
223.331,21.7,7.8,4.12,3.32,0,
223.372,23.3,7.8,2.57,3.67,0,
223.414,25.6,6.7,3.6,4.01,0,
223.456,26.7,7.2,4.12,3.84,0,
223.497,27.2,5,4.12,4.36,0,
223.539,28.3,4.4,4.12,3.67,0,
223.581,28.9,4.4,5.15,4.19,0,
223.622,28.3,4.4,4.12,4.54,0,
223.664,28.9,5,2.57,4.36,0,
223.706,29.4,5,3.6,3.14,0,
223.747,27.8,5.6,3.6,2.79,0,
223.789,27.2,6.7,4.12,2.79,0,
223.831,26.1,7.2,3.6,3.32,0,
223.872,22.8,5.6,3.6,4.01,0,
223.914,20,5,3.6,3.14,0,
223.956,20,8.3,10.8,3.49,0,
223.997,18.9,7.2,10.29,3.49,0,
224.039,17.2,6.7,5.66,3.67,0,
224.081,16.7,6.1,5.66,2.97,0,
224.122,16.1,5.6,6.69,3.32,0,
224.164,15,5.6,8.23,3.49,0,
224.206,13.3,6.7,4.63,2.97,0,
224.247,12.8,7.8,3.6,3.32,0,
224.289,13.9,7.8,4.63,3.14,0,
224.331,16.1,7.2,6.17,3.32,0,
224.372,17.8,6.7,6.17,3.14,0,
224.414,19.4,3.9,8.23,3.49,0,
224.456,20.6,4.4,7.2,3.49,0,
224.497,21.7,3.3,7.72,2.97,0,
224.539,22.8,2.8,6.69,3.32,0,
224.581,23.3,2.2,5.15,3.49,0,
224.622,23.9,0,5.66,3.67,0,
224.664,24.4,0,6.69,3.67,0,
224.706,23.9,0,4.12,3.32,0,
224.747,23.3,0,4.12,3.32,0,
224.789,20.6,0,2.57,3.14,0,
224.831,18.3,0,1.54,3.49,0,
224.872,15,-0.6,2.06,3.14,0,
224.914,13.9,-1.1,3.09,3.14,0,
224.956,13.9,-0.6,3.09,2.62,0,
224.997,12.2,-1.1,4.63,2.79,0,
225.039,11.7,-2.8,4.63,2.62,0,
225.081,11.7,-4.4,4.63,2.62,0,
225.122,10.6,-4.4,4.12,2.62,0,
225.164,10.6,-2.2,4.12,2.62,0,
225.206,9.4,-1.7,3.09,2.44,0,
225.247,12.2,0,3.09,2.09,0,
225.289,15.6,0,3.09,2.44,0,
225.331,18.3,0.6,3.6,2.79,0,
225.372,20.6,1.7,3.6,3.14,0,
225.414,21.7,2.2,2.57,0,0,
225.456,23.3,1.7,3.6,4.01,0,
225.497,24.4,1.1,1.54,0,0,
225.539,26.7,1.1,4.12,3.67,0,
225.581,26.7,0.6,3.6,4.19,0,
225.622,26.7,1.7,4.63,3.84,0,
225.664,27.2,1.7,3.6,4.19,0,
225.706,27.2,1.1,5.66,3.67,0,
225.747,26.1,0,5.66,3.67,0,
225.789,23.3,-1.7,4.12,3.67,0,
225.831,20.6,-2.2,4.12,3.67,0,
225.872,18.9,-0.6,3.6,3.84,0,
225.914,18.3,0,3.6,3.84,0,
225.956,15,0.6,4.12,3.32,0,
225.997,17.2,1.1,4.12,3.67,0,
226.039,13.9,0,4.12,2.62,0,
226.081,12.2,-0.6,5.15,2.79,0,
226.122,11.7,-0.6,5.15,2.79,0,
226.164,12.2,0.6,4.12,2.79,0,
226.206,10,0,4.63,2.79,0,
226.247,11.7,1.7,5.15,2.79,0,
226.289,13.9,4.4,5.66,2.97,0,
226.331,16.7,5,5.66,3.32,0,
226.372,18.3,5,4.63,3.49,0,
226.414,20.6,4.4,5.15,3.84,0,
226.456,21.7,3.9,4.63,3.67,0,
226.497,23.3,4.4,5.66,3.84,0,
226.539,24.4,3.9,5.15,4.19,0,
226.581,25,3.3,6.69,3.32,0,
226.622,25.6,1.1,8.23,4.01,0,
226.664,25,0,6.69,3.84,0,
226.706,24.4,0.6,6.17,4.01,0,
226.747,23.9,0.6,7.2,4.36,0,
226.789,21.1,-1.7,5.15,4.01,0,
226.831,16.1,-1.1,3.6,3.49,0,
226.872,17.8,-0.6,4.12,3.84,0,
226.914,13.9,0.6,4.12,4.36,0,
226.956,15.6,2.2,3.6,3.67,0,
226.997,13.9,1.7,3.09,3.14,0,
227.039,12.8,2.2,5.15,2.79,0,
227.081,12.2,2.2,4.63,3.32,0,
227.122,12.2,3.3,5.66,3.32,0,
227.164,10,3.9,5.15,2.97,0,
227.206,9.4,3.3,0,0,0,
227.247,10.6,4.4,3.09,2.27,0,
227.289,12.8,5.6,3.09,3.14,0,
227.331,15.6,5.6,3.09,3.49,0,
227.372,17.2,5,2.57,0,0,
227.414,19.4,5,3.6,4.01,0,
227.456,21.1,5,4.12,3.32,0,
227.497,22.2,5.6,3.6,2.79,0,
227.539,22.8,5,3.6,2.44,0,
227.581,23.9,4.4,2.57,5.06,0,
227.622,25.6,3.9,2.06,0,0,
227.664,25,3.9,0,0,0,
227.706,25,3.3,0,0,0,
227.747,25,2.8,0,0,0,
227.789,22.2,3.9,2.06,0.17,0,
227.831,21.1,3.9,1.54,0.35,0,
227.872,16.1,2.8,2.57,3.84,0,
227.914,13.9,2.2,0,0,0,
227.956,12.8,2.2,1.54,3.84,0,
227.997,11.1,2.2,0,0,0,
228.039,10.6,2.2,0,0,0,
228.081,11.1,2.8,0,0,0,
228.122,12.8,5.6,2.06,0.52,0,
228.164,12.2,5.6,1.54,0.7,0,
228.206,11.1,5,0,0,0,
228.247,12.8,6.1,0,0,0,
228.289,15.6,5.6,0,0,0,
228.331,17.2,6.1,2.57,2.09,0,
228.372,20.6,6.1,4.12,3.67,0,
228.414,22.8,4.4,6.69,3.84,0,
228.456,23.9,3.9,5.15,3.84,0,
228.497,25,5.6,6.17,3.67,0,
228.539,26.1,4.4,7.72,3.84,0,
228.581,26.1,2.2,5.66,4.01,0,
228.622,26.7,1.1,6.17,3.84,0,
228.664,26.1,0,5.15,4.36,0,
228.706,26.1,-1.1,7.72,4.54,0,
228.747,25,-1.1,5.15,4.36,0,
228.789,21.7,-1.1,4.12,3.67,0,
228.831,19.4,-1.7,4.12,3.49,0,
228.872,18.3,-1.1,4.12,3.67,0,
228.914,17.8,0,4.63,3.84,0,
228.956,13.3,0.6,4.12,4.01,0,
228.997,13.3,-0.6,3.09,3.14,0,
229.039,12.2,-1.1,4.63,2.79,0,
229.081,11.7,-1.1,3.6,2.62,0,
229.122,11.1,-1.1,4.63,2.79,0,
229.164,10,-1.1,3.6,2.79,0,
229.206,10.6,0,3.6,2.62,0,
229.247,12.2,1.1,2.06,1.92,0,
