$Temperature file for segment 86,,
,,
JDAY,T,
157.08,12.96,
157.09,12.99,
157.1,13.01,
157.11,13.04,
157.12,13.07,
157.13,13.1,
157.14,13.13,
157.15,13.16,
157.16,13.19,
157.17,13.22,
157.18,13.25,
157.19,13.27,
157.2,13.3,
157.21,13.31,
157.22,13.33,
157.23,13.34,
157.24,13.35,
157.25,13.36,
157.26,13.36,
157.27,13.36,
157.28,13.36,
157.29,13.35,
157.3,13.35,
157.31,13.34,
157.32,13.34,
157.33,13.33,
157.34,13.33,
157.35,13.32,
157.36,13.31,
157.37,13.3,
157.38,13.29,
157.39,13.27,
157.4,13.25,
157.41,13.23,
157.42,13.21,
157.43,13.19,
157.44,13.17,
157.45,13.16,
157.46,13.14,
157.47,13.13,
157.48,13.12,
157.49,13.11,
157.5,13.11,
157.51,13.11,
157.52,13.12,
157.53,13.12,
157.54,13.13,
157.55,13.13,
157.56,13.14,
157.57,13.14,
157.58,13.13,
157.59,13.13,
157.6,13.12,
157.61,13.11,
157.62,13.1,
157.63,13.09,
157.64,13.09,
157.65,13.08,
157.66,13.08,
157.67,13.08,
157.68,13.09,
157.69,13.09,
157.7,13.1,
157.71,13.11,
157.72,13.13,
157.73,13.15,
157.74,13.16,
157.75,13.18,
157.76,13.19,
157.77,13.2,
157.78,13.21,
157.79,13.22,
157.8,13.23,
157.81,13.24,
157.82,13.25,
157.83,13.26,
157.84,13.27,
157.85,13.28,
157.86,13.29,
157.87,13.3,
157.88,13.32,
157.89,13.33,
157.9,13.35,
157.91,13.37,
157.92,13.39,
157.93,13.42,
157.94,13.44,
157.95,13.47,
157.96,13.5,
157.97,13.53,
157.98,13.57,
157.99,13.6,
158,13.64,
158.01,13.67,
158.02,13.71,
158.03,13.75,
158.04,13.79,
158.05,13.82,
158.06,13.86,
158.07,13.9,
158.08,13.93,
158.09,13.97,
158.1,14,
158.11,14.03,
158.12,14.05,
158.13,14.08,
158.14,14.1,
158.15,14.11,
158.16,14.13,
158.17,14.13,
158.18,14.13,
158.19,14.13,
158.2,14.12,
158.21,14.11,
158.22,14.1,
158.23,14.09,
158.24,14.07,
158.25,14.05,
158.26,14.03,
158.27,14.01,
158.28,13.98,
158.29,13.96,
158.3,13.93,
158.31,13.91,
158.32,13.88,
158.33,13.85,
158.34,13.83,
158.35,13.8,
158.36,13.77,
158.37,13.75,
158.38,13.72,
158.39,13.69,
158.4,13.66,
158.41,13.63,
158.42,13.6,
158.43,13.57,
158.44,13.53,
158.45,13.5,
158.46,13.46,
158.47,13.43,
158.48,13.4,
158.49,13.38,
158.5,13.36,
158.51,13.34,
158.52,13.32,
158.53,13.3,
158.54,13.28,
158.55,13.26,
158.56,13.25,
158.57,13.24,
158.58,13.25,
158.59,13.25,
158.6,13.26,
158.61,13.28,
158.62,13.29,
158.63,13.31,
158.64,13.33,
158.65,13.35,
158.66,13.38,
158.67,13.4,
158.68,13.42,
158.69,13.44,
158.7,13.46,
158.71,13.48,
158.72,13.5,
158.73,13.52,
158.74,13.54,
158.75,13.55,
158.76,13.57,
158.77,13.58,
158.78,13.59,
158.79,13.61,
158.8,13.62,
158.81,13.63,
158.82,13.64,
158.83,13.65,
158.84,13.67,
158.85,13.68,
158.86,13.7,
158.87,13.72,
158.88,13.74,
158.89,13.76,
158.9,13.79,
158.91,13.82,
158.92,13.85,
158.93,13.88,
158.94,13.92,
158.95,13.96,
158.96,14,
158.97,14.04,
158.98,14.09,
158.99,14.14,
159,14.19,
159.01,14.24,
159.02,14.29,
159.03,14.35,
159.04,14.4,
159.05,14.46,
159.06,14.51,
159.07,14.57,
159.08,14.62,
159.09,14.67,
159.1,14.72,
159.11,14.76,
159.12,14.8,
159.13,14.83,
159.14,14.86,
159.15,14.88,
159.16,14.89,
159.17,14.91,
159.18,14.92,
159.19,14.93,
159.2,14.93,
159.21,14.94,
159.22,14.94,
159.23,14.93,
159.24,14.92,
159.25,14.91,
159.26,14.9,
159.27,14.89,
159.28,14.87,
159.29,14.84,
159.3,14.8,
159.31,14.76,
159.32,14.71,
159.33,14.66,
159.34,14.6,
159.35,14.53,
159.36,14.47,
159.37,14.4,
159.38,14.33,
159.39,14.26,
159.4,14.19,
159.41,14.12,
159.42,14.05,
159.43,13.98,
159.44,13.92,
159.45,13.86,
159.46,13.8,
159.47,13.76,
159.48,13.71,
159.49,13.68,
159.5,13.65,
159.51,13.63,
159.52,13.61,
159.53,13.6,
159.54,13.59,
159.55,13.59,
159.56,13.59,
159.57,13.59,
159.58,13.6,
159.59,13.6,
159.6,13.61,
159.61,13.62,
159.62,13.63,
159.63,13.64,
159.64,13.65,
159.65,13.66,
159.66,13.67,
159.67,13.68,
159.68,13.7,
159.69,13.71,
159.7,13.73,
159.71,13.74,
159.72,13.76,
159.73,13.78,
159.74,13.8,
159.75,13.82,
159.76,13.83,
159.77,13.85,
159.78,13.87,
159.79,13.89,
159.8,13.9,
159.81,13.92,
159.82,13.93,
159.83,13.94,
159.84,13.96,
159.85,13.97,
159.86,13.99,
159.87,14,
159.88,14.02,
159.89,14.03,
159.9,14.05,
159.91,14.06,
159.92,14.08,
159.93,14.1,
159.94,14.12,
159.95,14.14,
159.96,14.16,
159.97,14.19,
159.98,14.21,
159.99,14.24,
160,14.26,
160.01,14.29,
160.02,14.32,
160.03,14.35,
160.04,14.39,
160.05,14.42,
160.06,14.45,
160.07,14.48,
160.08,14.5,
160.09,14.53,
160.1,14.55,
160.11,14.58,
160.12,14.61,
160.13,14.65,
160.14,14.68,
160.15,14.72,
160.16,14.75,
160.17,14.79,
160.18,14.82,
160.19,14.86,
160.2,14.88,
160.21,14.91,
160.22,14.94,
160.23,14.96,
160.24,14.97,
160.25,14.99,
160.26,15,
160.27,15.01,
160.28,15.01,
160.29,15.02,
160.3,15.02,
160.31,15.02,
160.32,15.02,
160.33,15.03,
160.34,15.03,
160.35,15.03,
160.36,15.03,
160.37,15.03,
160.38,15.03,
160.39,15.03,
160.4,15.03,
160.41,15.02,
160.42,15.02,
160.43,15.02,
160.44,15.02,
160.45,15.01,
160.46,15.01,
160.47,15,
160.48,14.99,
160.49,14.97,
160.5,14.96,
160.51,14.94,
160.52,14.93,
160.53,14.91,
160.54,14.89,
160.55,14.87,
160.56,14.85,
160.57,14.82,
160.58,14.79,
160.59,14.76,
160.6,14.73,
160.61,14.71,
160.62,14.68,
160.63,14.66,
160.64,14.64,
160.65,14.62,
160.66,14.6,
160.67,14.58,
160.68,14.55,
160.69,14.53,
160.7,14.5,
160.71,14.47,
160.72,14.44,
160.73,14.42,
160.74,14.39,
160.75,14.37,
160.76,14.35,
160.77,14.34,
160.78,14.32,
160.79,14.3,
160.8,14.29,
160.81,14.28,
160.82,14.27,
160.83,14.27,
160.84,14.26,
160.85,14.26,
160.86,14.26,
160.87,14.26,
160.88,14.27,
160.89,14.28,
160.9,14.29,
160.91,14.31,
160.92,14.32,
160.93,14.35,
160.94,14.37,
160.95,14.4,
160.96,14.42,
160.97,14.45,
160.98,14.49,
160.99,14.52,
161,14.56,
161.01,14.59,
161.02,14.63,
161.03,14.68,
161.04,14.72,
161.05,14.76,
161.06,14.81,
161.07,14.85,
161.08,14.9,
161.09,14.95,
161.1,14.99,
161.11,15.04,
161.12,15.08,
161.13,15.12,
161.14,15.15,
161.15,15.17,
161.16,15.19,
161.17,15.21,
161.18,15.22,
161.19,15.22,
161.2,15.23,
161.21,15.23,
161.22,15.24,
161.23,15.24,
161.24,15.24,
161.25,15.23,
161.26,15.23,
161.27,15.22,
161.28,15.2,
161.29,15.19,
161.3,15.18,
161.31,15.17,
161.32,15.16,
161.33,15.15,
161.34,15.14,
161.35,15.13,
161.36,15.11,
161.37,15.08,
161.38,15.05,
161.39,15.01,
161.4,14.97,
161.41,14.92,
161.42,14.87,
161.43,14.81,
161.44,14.74,
161.45,14.68,
161.46,14.61,
161.47,14.53,
161.48,14.46,
161.49,14.4,
161.5,14.33,
161.51,14.27,
161.52,14.21,
161.53,14.16,
161.54,14.12,
161.55,14.08,
161.56,14.06,
161.57,14.04,
161.58,14.03,
161.59,14.03,
161.6,14.04,
161.61,14.04,
161.62,14.05,
161.63,14.06,
161.64,14.08,
161.65,14.1,
161.66,14.11,
161.67,14.13,
161.68,14.15,
161.69,14.16,
161.7,14.17,
161.71,14.18,
161.72,14.19,
161.73,14.19,
161.74,14.2,
161.75,14.2,
161.76,14.2,
161.77,14.19,
161.78,14.19,
161.79,14.18,
161.8,14.18,
161.81,14.17,
161.82,14.16,
161.83,14.16,
161.84,14.15,
161.85,14.15,
161.86,14.14,
161.87,14.14,
161.88,14.13,
161.89,14.13,
161.9,14.13,
161.91,14.13,
161.92,14.13,
161.93,14.14,
161.94,14.14,
161.95,14.14,
161.96,14.15,
161.97,14.15,
161.98,14.16,
161.99,14.17,
162,14.17,
162.01,14.18,
162.02,14.2,
162.03,14.21,
162.04,14.22,
162.05,14.24,
162.06,14.26,
162.07,14.28,
162.08,14.3,
162.09,14.32,
162.1,14.34,
162.11,14.37,
162.12,14.39,
162.13,14.41,
162.14,14.44,
162.15,14.46,
162.16,14.49,
162.17,14.52,
162.18,14.55,
162.19,14.57,
162.2,14.6,
162.21,14.62,
162.22,14.64,
162.23,14.66,
162.24,14.68,
162.25,14.69,
162.26,14.7,
162.27,14.71,
162.28,14.72,
162.29,14.72,
162.3,14.73,
162.31,14.73,
162.32,14.73,
162.33,14.73,
162.34,14.73,
162.35,14.73,
162.36,14.73,
162.37,14.73,
162.38,14.74,
162.39,14.74,
162.4,14.73,
162.41,14.72,
162.42,14.71,
162.43,14.69,
162.44,14.67,
162.45,14.65,
162.46,14.62,
162.47,14.59,
162.48,14.56,
162.49,14.54,
162.5,14.51,
162.51,14.48,
162.52,14.44,
162.53,14.4,
162.54,14.36,
162.55,14.32,
162.56,14.29,
162.57,14.25,
162.58,14.22,
162.59,14.19,
162.6,14.15,
162.61,14.11,
162.62,14.07,
162.63,14.03,
162.64,13.99,
162.65,13.95,
162.66,13.91,
162.67,13.87,
162.68,13.83,
162.69,13.81,
162.7,13.78,
162.71,13.75,
162.72,13.73,
162.73,13.7,
162.74,13.68,
162.75,13.66,
162.76,13.64,
162.77,13.62,
162.78,13.6,
162.79,13.58,
162.8,13.56,
162.81,13.55,
162.82,13.54,
162.83,13.53,
162.84,13.52,
162.85,13.51,
162.86,13.5,
162.87,13.5,
162.88,13.49,
162.89,13.49,
162.9,13.48,
162.91,13.47,
162.92,13.46,
162.93,13.45,
162.94,13.45,
162.95,13.44,
162.96,13.43,
162.97,13.42,
162.98,13.41,
162.99,13.4,
163,13.4,
163.01,13.4,
163.02,13.4,
163.03,13.41,
163.04,13.41,
163.05,13.42,
163.06,13.43,
163.07,13.44,
163.08,13.45,
163.09,13.46,
163.1,13.48,
163.11,13.49,
163.12,13.5,
163.13,13.52,
163.14,13.53,
163.15,13.55,
163.16,13.56,
163.17,13.58,
163.18,13.59,
163.19,13.61,
163.2,13.63,
163.21,13.64,
163.22,13.65,
163.23,13.66,
163.24,13.67,
163.25,13.67,
163.26,13.68,
163.27,13.68,
163.28,13.68,
163.29,13.68,
163.3,13.69,
163.31,13.69,
163.32,13.7,
163.33,13.7,
163.34,13.71,
163.35,13.72,
163.36,13.73,
163.37,13.75,
163.38,13.76,
163.39,13.77,
163.4,13.79,
163.41,13.8,
163.42,13.82,
163.43,13.84,
163.44,13.86,
163.45,13.88,
163.46,13.91,
163.47,13.94,
163.48,13.98,
163.49,14.01,
163.5,14.05,
163.51,14.09,
163.52,14.11,
163.53,14.12,
163.54,14.13,
163.55,14.14,
163.56,14.15,
163.57,14.18,
163.58,14.21,
163.59,14.24,
163.6,14.27,
163.61,14.29,
163.62,14.3,
163.63,14.31,
163.64,14.32,
163.65,14.32,
163.66,14.32,
163.67,14.31,
163.68,14.3,
163.69,14.29,
163.7,14.28,
163.71,14.27,
163.72,14.26,
163.73,14.24,
163.74,14.23,
163.75,14.21,
163.76,14.2,
163.77,14.18,
163.78,14.16,
163.79,14.15,
163.8,14.13,
163.81,14.1,
163.82,14.08,
163.83,14.06,
163.84,14.04,
163.85,14.01,
163.86,13.99,
163.87,13.97,
163.88,13.96,
163.89,13.95,
163.9,13.94,
163.91,13.93,
163.92,13.92,
163.93,13.91,
163.94,13.91,
163.95,13.9,
163.96,13.9,
163.97,13.9,
163.98,13.9,
163.99,13.9,
164,13.91,
164.01,13.92,
164.02,13.93,
164.03,13.94,
164.04,13.95,
164.05,13.96,
164.06,13.98,
164.07,13.99,
164.08,14.01,
164.09,14.03,
164.1,14.04,
164.11,14.06,
164.12,14.08,
164.13,14.1,
164.14,14.12,
164.15,14.14,
164.16,14.16,
164.17,14.18,
164.18,14.2,
164.19,14.22,
164.2,14.24,
164.21,14.27,
164.22,14.29,
164.23,14.31,
164.24,14.33,
164.25,14.35,
164.26,14.37,
164.27,14.39,
164.28,14.41,
164.29,14.43,
164.3,14.45,
164.31,14.47,
164.32,14.49,
164.33,14.51,
164.34,14.53,
164.35,14.55,
164.36,14.58,
164.37,14.6,
164.38,14.62,
164.39,14.65,
164.4,14.67,
164.41,14.69,
164.42,14.71,
164.43,14.74,
164.44,14.75,
164.45,14.77,
164.46,14.79,
164.47,14.8,
164.48,14.81,
164.49,14.82,
164.5,14.83,
164.51,14.84,
164.52,14.84,
164.53,14.84,
164.54,14.84,
164.55,14.84,
164.56,14.83,
164.57,14.82,
164.58,14.82,
164.59,14.82,
164.6,14.81,
164.61,14.8,
164.62,14.79,
164.63,14.78,
164.64,14.77,
164.65,14.76,
164.66,14.76,
164.67,14.75,
164.68,14.74,
164.69,14.72,
164.7,14.71,
164.71,14.7,
164.72,14.68,
164.73,14.66,
164.74,14.65,
164.75,14.63,
164.76,14.61,
164.77,14.59,
164.78,14.56,
164.79,14.54,
164.8,14.51,
164.81,14.48,
164.82,14.45,
164.83,14.42,
164.84,14.4,
164.85,14.37,
164.86,14.34,
164.87,14.31,
164.88,14.29,
164.89,14.26,
164.9,14.24,
164.91,14.22,
164.92,14.21,
164.93,14.2,
164.94,14.19,
164.95,14.18,
164.96,14.17,
164.97,14.17,
164.98,14.18,
164.99,14.19,
165,14.21,
165.01,14.23,
165.02,14.26,
165.03,14.29,
165.04,14.32,
165.05,14.35,
165.06,14.39,
165.07,14.42,
165.08,14.46,
165.09,14.5,
165.1,14.53,
165.11,14.57,
165.12,14.6,
165.13,14.64,
165.14,14.67,
165.15,14.71,
165.16,14.74,
165.17,14.77,
165.18,14.8,
165.19,14.83,
165.2,14.85,
165.21,14.88,
165.22,14.9,
165.23,14.92,
165.24,14.94,
165.25,14.95,
165.26,14.96,
165.27,14.98,
165.28,14.98,
165.29,14.99,
165.3,14.99,
165.31,14.98,
165.32,14.98,
165.33,14.97,
165.34,14.97,
165.35,14.97,
165.36,14.96,
165.37,14.95,
165.38,14.94,
165.39,14.93,
165.4,14.92,
165.41,14.9,
165.42,14.89,
165.43,14.87,
165.44,14.85,
165.45,14.84,
165.46,14.82,
165.47,14.81,
165.48,14.79,
165.49,14.78,
165.5,14.76,
165.51,14.75,
165.52,14.73,
165.53,14.71,
165.54,14.7,
165.55,14.68,
165.56,14.66,
165.57,14.64,
165.58,14.62,
165.59,14.6,
165.6,14.58,
165.61,14.56,
165.62,14.55,
165.63,14.53,
165.64,14.52,
165.65,14.49,
165.66,14.47,
165.67,14.44,
165.68,14.41,
165.69,14.39,
165.7,14.36,
165.71,14.34,
165.72,14.31,
165.73,14.28,
165.74,14.26,
165.75,14.23,
165.76,14.2,
165.77,14.17,
165.78,14.14,
165.79,14.11,
165.8,14.08,
165.81,14.05,
165.82,14.02,
165.83,13.99,
165.84,13.96,
165.85,13.93,
165.86,13.9,
165.87,13.87,
165.88,13.83,
165.89,13.81,
165.9,13.78,
165.91,13.75,
165.92,13.73,
165.93,13.71,
165.94,13.7,
165.95,13.68,
165.96,13.68,
165.97,13.67,
165.98,13.66,
165.99,13.65,
166,13.65,
166.01,13.65,
166.02,13.66,
166.03,13.66,
166.04,13.67,
166.05,13.68,
166.06,13.7,
166.07,13.71,
166.08,13.72,
166.09,13.74,
166.1,13.75,
166.11,13.76,
166.12,13.78,
166.13,13.79,
166.14,13.81,
166.15,13.83,
166.16,13.84,
166.17,13.86,
166.18,13.87,
166.19,13.89,
166.2,13.9,
166.21,13.92,
166.22,13.93,
166.23,13.95,
166.24,13.96,
166.25,13.98,
166.26,13.99,
166.27,14.01,
166.28,14.03,
166.29,14.05,
166.3,14.07,
166.31,14.09,
166.32,14.12,
166.33,14.14,
166.34,14.17,
166.35,14.19,
166.36,14.22,
166.37,14.25,
166.38,14.28,
166.39,14.31,
166.4,14.34,
166.41,14.37,
166.42,14.4,
166.43,14.43,
166.44,14.45,
166.45,14.48,
166.46,14.49,
166.47,14.51,
166.48,14.53,
166.49,14.54,
166.5,14.55,
166.51,14.56,
166.52,14.55,
166.53,14.55,
166.54,14.53,
166.55,14.52,
166.56,14.51,
166.57,14.49,
166.58,14.47,
166.59,14.44,
166.6,14.42,
166.61,14.39,
166.62,14.35,
166.63,14.32,
166.64,14.28,
166.65,14.24,
166.66,14.2,
166.67,14.17,
166.68,14.13,
166.69,14.1,
166.7,14.06,
166.71,14.02,
166.72,13.99,
166.73,13.96,
166.74,13.93,
166.75,13.89,
166.76,13.86,
166.77,13.83,
166.78,13.8,
166.79,13.77,
166.8,13.74,
166.81,13.71,
166.82,13.68,
166.83,13.65,
166.84,13.62,
166.85,13.59,
166.86,13.57,
166.87,13.54,
166.88,13.52,
166.89,13.49,
166.9,13.47,
166.91,13.44,
166.92,13.42,
166.93,13.4,
166.94,13.38,
166.95,13.37,
166.96,13.36,
166.97,13.35,
166.98,13.34,
166.99,13.33,
167,13.32,
167.01,13.32,
167.02,13.31,
167.03,13.31,
167.04,13.32,
167.05,13.33,
167.06,13.35,
167.07,13.37,
167.08,13.39,
167.09,13.41,
167.1,13.44,
167.11,13.46,
167.12,13.49,
167.13,13.52,
167.14,13.55,
167.15,13.58,
167.16,13.61,
167.17,13.65,
167.18,13.68,
167.19,13.72,
167.2,13.76,
167.21,13.8,
167.22,13.84,
167.23,13.88,
167.24,13.92,
167.25,13.97,
167.26,14.01,
167.27,14.05,
167.28,14.1,
167.29,14.14,
167.3,14.19,
167.31,14.23,
167.32,14.28,
167.33,14.33,
167.34,14.38,
167.35,14.43,
167.36,14.47,
167.37,14.52,
167.38,14.57,
167.39,14.62,
167.4,14.67,
167.41,14.71,
167.42,14.76,
167.43,14.81,
167.44,14.86,
167.45,14.9,
167.46,14.94,
167.47,14.98,
167.48,15.01,
167.49,15.03,
167.5,15.06,
167.51,15.08,
167.52,15.1,
167.53,15.11,
167.54,15.12,
167.55,15.11,
167.56,15.11,
167.57,15.1,
167.58,15.09,
167.59,15.07,
167.6,15.04,
167.61,15.01,
167.62,14.98,
167.63,14.94,
167.64,14.9,
167.65,14.85,
167.66,14.8,
167.67,14.75,
167.68,14.69,
167.69,14.63,
167.7,14.56,
167.71,14.49,
167.72,14.42,
167.73,14.34,
167.74,14.27,
167.75,14.19,
167.76,14.12,
167.77,14.04,
167.78,13.97,
167.79,13.89,
167.8,13.83,
167.81,13.76,
167.82,13.69,
167.83,13.63,
167.84,13.57,
167.85,13.52,
167.86,13.46,
167.87,13.41,
167.88,13.37,
167.89,13.32,
167.9,13.28,
167.91,13.25,
167.92,13.21,
167.93,13.18,
167.94,13.16,
167.95,13.14,
167.96,13.12,
167.97,13.1,
167.98,13.08,
167.99,13.07,
168,13.06,
168.01,13.05,
168.02,13.04,
168.03,13.04,
168.04,13.04,
168.05,13.05,
168.06,13.06,
168.07,13.07,
168.08,13.09,
168.09,13.1,
168.1,13.12,
168.11,13.14,
168.12,13.16,
168.13,13.18,
168.14,13.2,
168.15,13.23,
168.16,13.25,
168.17,13.28,
168.18,13.31,
168.19,13.34,
168.2,13.38,
168.21,13.41,
168.22,13.45,
168.23,13.49,
168.24,13.52,
168.25,13.56,
168.26,13.6,
168.27,13.64,
168.28,13.68,
168.29,13.72,
168.3,13.77,
168.31,13.82,
168.32,13.87,
168.33,13.92,
168.34,13.97,
168.35,14.02,
168.36,14.08,
168.37,14.14,
168.38,14.19,
168.39,14.25,
168.4,14.3,
168.41,14.36,
168.42,14.41,
168.43,14.46,
168.44,14.51,
168.45,14.56,
168.46,14.61,
168.47,14.66,
168.48,14.71,
168.49,14.76,
168.5,14.81,
168.51,14.86,
168.52,14.9,
168.53,14.93,
168.54,14.95,
168.55,14.96,
168.56,14.97,
168.57,14.97,
168.58,14.97,
168.59,14.97,
168.6,14.97,
168.61,14.96,
168.62,14.95,
168.63,14.93,
168.64,14.9,
168.65,14.86,
168.66,14.82,
168.67,14.78,
168.68,14.73,
168.69,14.69,
168.7,14.63,
168.71,14.58,
168.72,14.52,
168.73,14.46,
168.74,14.4,
168.75,14.33,
168.76,14.26,
168.77,14.19,
168.78,14.11,
168.79,14.04,
168.8,13.97,
168.81,13.9,
168.82,13.83,
168.83,13.77,
168.84,13.71,
168.85,13.65,
168.86,13.59,
168.87,13.54,
168.88,13.49,
168.89,13.44,
168.9,13.4,
168.91,13.36,
168.92,13.33,
168.93,13.29,
168.94,13.26,
168.95,13.24,
168.96,13.21,
168.97,13.19,
168.98,13.17,
168.99,13.15,
169,13.13,
169.01,13.12,
169.02,13.11,
169.03,13.1,
169.04,13.1,
169.05,13.11,
169.06,13.11,
169.07,13.12,
169.08,13.14,
169.09,13.16,
169.1,13.18,
169.11,13.2,
169.12,13.23,
169.13,13.27,
169.14,13.3,
169.15,13.34,
169.16,13.37,
169.17,13.41,
169.18,13.44,
169.19,13.48,
169.2,13.52,
169.21,13.56,
169.22,13.59,
169.23,13.63,
169.24,13.67,
169.25,13.71,
169.26,13.75,
169.27,13.79,
169.28,13.83,
169.29,13.87,
169.3,13.92,
169.31,13.96,
169.32,14.01,
169.33,14.06,
169.34,14.12,
169.35,14.17,
169.36,14.23,
169.37,14.29,
169.38,14.34,
169.39,14.41,
169.4,14.47,
169.41,14.53,
169.42,14.59,
169.43,14.65,
169.44,14.71,
169.45,14.77,
169.46,14.82,
169.47,14.88,
169.48,14.93,
169.49,14.98,
169.5,15.04,
169.51,15.09,
169.52,15.14,
169.53,15.18,
169.54,15.23,
169.55,15.26,
169.56,15.28,
169.57,15.29,
169.58,15.29,
169.59,15.28,
169.6,15.28,
169.61,15.28,
169.62,15.29,
169.63,15.3,
169.64,15.3,
169.65,15.29,
169.66,15.27,
169.67,15.24,
169.68,15.21,
169.69,15.17,
169.7,15.14,
169.71,15.09,
169.72,15.05,
169.73,15,
169.74,14.96,
169.75,14.91,
169.76,14.85,
169.77,14.79,
169.78,14.73,
169.79,14.67,
169.8,14.61,
169.81,14.55,
169.82,14.48,
169.83,14.42,
169.84,14.36,
169.85,14.3,
169.86,14.24,
169.87,14.19,
169.88,14.13,
169.89,14.08,
169.9,14.03,
169.91,13.98,
169.92,13.94,
169.93,13.89,
169.94,13.86,
169.95,13.82,
169.96,13.79,
169.97,13.76,
169.98,13.74,
169.99,13.71,
170,13.7,
170.01,13.69,
170.02,13.7,
170.03,13.7,
170.04,13.72,
170.05,13.73,
170.06,13.75,
170.07,13.78,
170.08,13.81,
170.09,13.84,
170.1,13.87,
170.11,13.91,
170.12,13.96,
170.13,14,
170.14,14.04,
170.15,14.09,
170.16,14.13,
170.17,14.18,
170.18,14.22,
170.19,14.26,
170.2,14.31,
170.21,14.35,
170.22,14.39,
170.23,14.43,
170.24,14.47,
170.25,14.51,
170.26,14.56,
170.27,14.6,
170.28,14.65,
170.29,14.7,
170.3,14.76,
170.31,14.81,
170.32,14.86,
170.33,14.92,
170.34,14.98,
170.35,15.03,
170.36,15.09,
170.37,15.15,
170.38,15.2,
170.39,15.26,
170.4,15.31,
170.41,15.37,
170.42,15.42,
170.43,15.48,
170.44,15.53,
170.45,15.59,
170.46,15.64,
170.47,15.69,
170.48,15.74,
170.49,15.79,
170.5,15.83,
170.51,15.87,
170.52,15.9,
170.53,15.92,
170.54,15.94,
170.55,15.95,
170.56,15.97,
170.57,15.98,
170.58,16,
170.59,16,
170.6,16,
170.61,15.99,
170.62,15.97,
170.63,15.94,
170.64,15.91,
170.65,15.87,
170.66,15.83,
170.67,15.79,
170.68,15.75,
170.69,15.69,
170.7,15.64,
170.71,15.58,
170.72,15.51,
170.73,15.44,
170.74,15.37,
170.75,15.3,
170.76,15.22,
170.77,15.15,
170.78,15.07,
170.79,14.99,
170.8,14.91,
170.81,14.83,
170.82,14.76,
170.83,14.69,
170.84,14.61,
170.85,14.54,
170.86,14.48,
170.87,14.42,
170.88,14.35,
170.89,14.3,
170.9,14.24,
170.91,14.2,
170.92,14.15,
170.93,14.11,
170.94,14.07,
170.95,14.04,
170.96,14.01,
170.97,13.98,
170.98,13.96,
170.99,13.94,
171,13.92,
171.01,13.92,
171.02,13.91,
171.03,13.91,
171.04,13.91,
171.05,13.91,
171.06,13.92,
171.07,13.93,
171.08,13.95,
171.09,13.97,
171.1,13.99,
171.11,14.01,
171.12,14.04,
171.13,14.07,
171.14,14.1,
171.15,14.13,
171.16,14.17,
171.17,14.2,
171.18,14.24,
171.19,14.28,
171.2,14.32,
171.21,14.36,
171.22,14.4,
171.23,14.44,
171.24,14.48,
171.25,14.52,
171.26,14.57,
171.27,14.61,
171.28,14.66,
171.29,14.7,
171.3,14.75,
171.31,14.8,
171.32,14.85,
171.33,14.91,
171.34,14.97,
171.35,15.03,
171.36,15.09,
171.37,15.15,
171.38,15.22,
171.39,15.29,
171.4,15.36,
171.41,15.43,
171.42,15.5,
171.43,15.58,
171.44,15.65,
171.45,15.73,
171.46,15.8,
171.47,15.88,
171.48,15.95,
171.49,16.03,
171.5,16.1,
171.51,16.17,
171.52,16.24,
171.53,16.31,
171.54,16.38,
171.55,16.44,
171.56,16.5,
171.57,16.56,
171.58,16.61,
171.59,16.66,
171.6,16.71,
171.61,16.75,
171.62,16.78,
171.63,16.81,
171.64,16.84,
171.65,16.85,
171.66,16.87,
171.67,16.87,
171.68,16.87,
171.69,16.86,
171.7,16.84,
171.71,16.82,
171.72,16.79,
171.73,16.75,
171.74,16.72,
171.75,16.67,
171.76,16.63,
171.77,16.58,
171.78,16.52,
171.79,16.46,
171.8,16.39,
171.81,16.32,
171.82,16.25,
171.83,16.18,
171.84,16.1,
171.85,16.02,
171.86,15.94,
171.87,15.85,
171.88,15.77,
171.89,15.68,
171.9,15.6,
171.91,15.52,
171.92,15.44,
171.93,15.36,
171.94,15.28,
171.95,15.2,
171.96,15.13,
171.97,15.06,
171.98,15,
171.99,14.93,
172,14.88,
172.01,14.82,
172.02,14.77,
172.03,14.73,
172.04,14.71,
172.05,14.69,
172.06,14.68,
172.07,14.67,
172.08,14.66,
172.09,14.65,
172.1,14.65,
172.11,14.66,
172.12,14.67,
172.13,14.69,
172.14,14.71,
172.15,14.74,
172.16,14.77,
172.17,14.8,
172.18,14.83,
172.19,14.86,
172.2,14.9,
172.21,14.94,
172.22,14.98,
172.23,15.02,
172.24,15.06,
172.25,15.11,
172.26,15.15,
172.27,15.21,
172.28,15.26,
172.29,15.32,
172.3,15.38,
172.31,15.44,
172.32,15.51,
172.33,15.58,
172.34,15.66,
172.35,15.73,
172.36,15.8,
172.37,15.88,
172.38,15.95,
172.39,16.03,
172.4,16.11,
172.41,16.19,
172.42,16.27,
172.43,16.35,
172.44,16.43,
172.45,16.51,
172.46,16.59,
172.47,16.67,
172.48,16.75,
172.49,16.82,
172.5,16.89,
172.51,16.96,
172.52,17.03,
172.53,17.09,
172.54,17.15,
172.55,17.21,
172.56,17.26,
172.57,17.31,
172.58,17.36,
172.59,17.41,
172.6,17.45,
172.61,17.49,
172.62,17.52,
172.63,17.54,
172.64,17.56,
172.65,17.58,
